TransactionID,CustomerID,Date,ProductCategory,Country,TransactionAmount,LoyaltyScore
TXN00500,CUST0076,2026-01-24,Clothing,Spain,50.2,20.0
TXN00597,CUST0068,2026-01-31,Clothing,United States,474.85,51.0
TXN00972,CUST0027,2025-12-13,Home & Garden,France,51.31,50.0
TXN00091,CUST0132,2026-01-14,Sports,Canada,411.03,97.0
TXN00182,CUST0169,2025-07-17,Books,UK,273.9,45.0
TXN00364,CUST0197,2025-04-20,Sports,Germany,323.11,64.0
TXN00275,CUST0027,2025-11-21,Clothing,Canada,95.01,20.0
TXN00753,CUST0075,2025-06-09,Books,Spain,302.22,50.0
TXN00963,CUST0162,2025-04-09,Clothing,UK,405.78,44.0
TXN00292,CUST0080,2025-05-02,Books,UK,401.95774841437634,11.0
TXN00132,CUST0098,2025-06-22,Home & Garden,United States,426.97,24.0
TXN00301,CUST0174,2025-04-24,Clothing,Germany,149.61,50.0
TXN00713,CUST0080,2025-12-23,Sports,Germany,392.45,68.0
TXN00327,CUST0010,2026-02-08,Home & Garden,UK,397.64,6.0
TXN00145,CUST0012,2025-10-04,Electronics,France,351.73,17.0
TXN00522,CUST0115,2025-05-08,Sports,Germany,206.39,65.0
TXN00964,CUST0108,2025-08-07,Sports,France,425.96,10.0
TXN00887,CUST0173,2025-11-15,Books,Germany,299.49,50.0
TXN00136,CUST0062,2025-03-03,Books,Spain,250.5,3.0
TXN00997,CUST0114,2026-02-13,Clothing,Spain,107.6,95.0
TXN00723,CUST0166,2026-02-26,Clothing,France,119.65,78.0
TXN00165,CUST0194,2025-06-10,Clothing,Germany,329.24,36.0
TXN00029,CUST0096,2025-06-04,Clothing,France,460.06,77.0
TXN00680,CUST0181,2025-04-02,Electronics,Germany,90.85,56.0
TXN00194,CUST0012,2025-10-03,Home & Garden,United States,185.65,56.0
TXN00814,CUST0004,2026-02-18,Sports,United States,196.63,50.0
TXN00434,CUST0126,2025-07-17,Electronics,France,406.26,59.0
TXN00988,CUST0047,2026-01-05,Clothing,Canada,322.08,80.0
TXN00170,CUST0083,2025-06-12,Electronics,Germany,414.21,1.0
TXN00542,CUST0118,2025-03-24,Electronics,Canada,432.69,68.0
TXN00141,CUST0031,2025-11-28,Sports,Spain,103.86,95.0
TXN00174,CUST0179,2026-02-16,Books,United States,486.84,78.0
TXN00007,CUST0056,2026-01-14,Home & Garden,United States,196.16,46.0
TXN00821,CUST0004,2025-04-19,Home & Garden,UK,435.74,57.0
TXN00536,CUST0190,2025-12-03,Clothing,France,280.44,43.0
TXN00962,CUST0125,2025-08-19,Books,United States,310.7,60.0
TXN00856,CUST0030,2025-05-16,Clothing,Spain,427.6,97.0
TXN00074,CUST0106,2025-12-11,Clothing,Canada,395.81,50.0
TXN00528,CUST0057,2025-06-10,Sports,Spain,283.42,89.0
TXN00239,CUST0183,2025-05-01,Home & Garden,Germany,269.97,59.0
TXN00146,CUST0164,2026-02-24,Books,United States,401.95774841437634,61.0
TXN00853,CUST0141,2025-11-15,Electronics,Canada,376.67,93.0
TXN00235,CUST0012,2025-07-11,Sports,Canada,325.24,4.0
TXN00221,CUST0179,2025-05-06,Sports,Germany,373.71,20.0
TXN00215,CUST0150,2025-08-24,Books,Spain,63.09,30.0
TXN00712,CUST0133,2025-06-12,Home & Garden,United States,397.83,9.0
TXN00133,CUST0125,2025-10-21,Clothing,Canada,176.77,77.0
TXN00907,CUST0053,2025-08-29,Home & Garden,Germany,62.23,55.0
TXN00708,CUST0006,2025-09-24,Home & Garden,Canada,147.37,63.0
TXN00423,CUST0115,2025-09-29,Home & Garden,Canada,295.41,50.0
TXN00186,CUST0099,2026-02-12,Clothing,Germany,71.86,76.0
TXN00042,CUST0120,2025-04-02,Electronics,Spain,492.24,13.0
TXN00768,CUST0147,2026-01-15,Books,UK,391.97,10.0
TXN00109,CUST0193,2025-05-31,Books,Germany,376.28,70.0
TXN00636,CUST0064,2025-06-13,Home & Garden,Germany,33.99,39.0
TXN00057,CUST0068,2025-03-24,Books,UK,326.3,59.0
TXN00483,CUST0135,2025-10-17,Home & Garden,Canada,399.52,11.0
TXN00754,CUST0112,2025-06-25,Clothing,Canada,186.03,25.0
TXN00794,CUST0144,2025-07-03,Sports,France,361.16,47.0
TXN00469,CUST0053,2025-08-03,Home & Garden,Canada,32.4,29.0
TXN00927,CUST0104,2025-10-20,Sports,United States,95.77,65.0
TXN00436,CUST0119,2026-02-19,Home & Garden,Spain,204.01,50.0
TXN00025,CUST0003,2025-06-01,Electronics,Spain,377.93,99.0
TXN00519,CUST0113,2026-01-26,Home & Garden,Spain,411.29,53.0
TXN00668,CUST0187,2025-05-13,Electronics,Spain,201.88,99.0
TXN00998,CUST0198,2025-03-27,Electronics,France,491.24,61.0
TXN00339,CUST0041,2025-04-25,Electronics,UK,342.26,57.0
TXN00052,CUST0123,2025-12-12,Sports,France,37.87,66.0
TXN00862,CUST0145,2025-09-22,Sports,Canada,479.74,22.0
TXN00990,CUST0005,2025-06-02,Clothing,United States,20.84,14.0
TXN00683,CUST0077,2026-02-05,Clothing,United States,202.52,71.0
TXN00996,CUST0098,2025-03-02,Electronics,United States,131.99,99.0
TXN00265,CUST0128,2025-12-26,Books,UK,196.3,50.0
TXN00709,CUST0179,2025-12-24,Electronics,UK,157.24,96.0
TXN00766,CUST0011,2025-11-16,Sports,Germany,347.22,62.0
TXN00737,CUST0067,2025-03-19,Sports,UK,450.8,84.0
TXN00445,CUST0137,2025-10-27,Books,UK,235.71,20.0
TXN00396,CUST0084,2025-08-22,Books,France,163.74,23.0
TXN00559,CUST0023,2025-11-01,Books,United States,112.84,95.0
TXN00177,CUST0040,2025-10-04,Books,Spain,259.35,35.0
TXN00019,CUST0055,2025-04-07,Books,Germany,234.84,34.0
TXN00980,CUST0003,2025-12-23,Electronics,France,178.5,61.0
TXN00539,CUST0189,2025-07-15,Sports,UK,300.18,50.0
TXN00614,CUST0046,2025-03-02,Electronics,France,372.93,54.0
TXN00591,CUST0200,2025-09-29,Electronics,Spain,110.67,78.0
TXN00368,CUST0156,2025-09-20,Clothing,Canada,369.76,45.0
TXN00084,CUST0085,2025-03-28,Sports,Canada,425.53,93.0
TXN00062,CUST0142,2026-01-08,Home & Garden,Spain,470.08,18.0
TXN00515,CUST0046,2025-10-04,Books,Canada,401.95774841437634,82.0
TXN00273,CUST0044,2025-04-12,Electronics,France,65.87,66.0
TXN00286,CUST0130,2025-10-27,Clothing,United States,401.95774841437634,57.0
TXN00361,CUST0129,2025-05-09,Clothing,France,85.56,85.0
TXN00355,CUST0019,2025-03-19,Books,Germany,263.51,17.0
TXN00952,CUST0185,2025-05-22,Home & Garden,UK,221.79,49.0
TXN00279,CUST0018,2025-04-13,Books,Germany,158.38,36.0
TXN00369,CUST0103,2025-06-12,Clothing,Canada,285.21,41.0
TXN00665,CUST0167,2025-03-05,Home & Garden,UK,484.68,89.0
TXN00619,CUST0117,2025-11-20,Electronics,Canada,152.88,39.0
TXN00590,CUST0064,2025-04-29,Sports,France,363.38,37.0
TXN00658,CUST0139,2025-06-24,Home & Garden,UK,28.6,8.0
TXN00457,CUST0194,2025-10-30,Sports,Germany,401.95774841437634,39.0
TXN00394,CUST0106,2025-06-19,Clothing,Germany,389.74,61.0
TXN00685,CUST0076,2025-11-20,Sports,Germany,57.52,27.0
TXN00724,CUST0079,2025-08-22,Home & Garden,Germany,427.28,59.0
TXN00376,CUST0153,2025-06-01,Books,Canada,14.01,14.0
TXN00413,CUST0045,2026-02-12,Books,UK,498.61,51.0
TXN00075,CUST0098,2025-11-09,Electronics,Germany,107.79,59.0
TXN00501,CUST0098,2025-08-15,Clothing,Spain,165.17,14.0
TXN00605,CUST0045,2025-03-05,Electronics,United States,77.23,2.0
TXN00115,CUST0098,2025-07-13,Home & Garden,UK,170.15,98.0
TXN00418,CUST0042,2025-10-22,Books,Spain,362.11,2.0
TXN00090,CUST0131,2025-12-06,Books,Spain,332.84,37.0
TXN00933,CUST0081,2025-06-11,Books,Canada,272.47,90.0
TXN00875,CUST0145,2025-12-18,Sports,Spain,401.95774841437634,62.0
TXN00012,CUST0098,2025-04-11,Home & Garden,Germany,418.71,21.0
TXN00397,CUST0118,2025-05-27,Sports,Canada,183.6,99.0
TXN00576,CUST0052,2025-09-29,Clothing,Spain,87.9,36.0
TXN00043,CUST0016,2025-09-10,Books,Spain,401.95774841437634,14.0
TXN00168,CUST0042,2025-03-12,Home & Garden,Germany,252.78,85.0
TXN00417,CUST0130,2025-11-24,Books,Canada,406.32,50.0
TXN00968,CUST0106,2026-02-19,Clothing,UK,71.27,31.0
TXN00427,CUST0095,2025-11-10,Sports,UK,479.11,50.0
TXN00545,CUST0181,2025-05-04,Home & Garden,France,51.53,18.0
TXN00949,CUST0088,2025-06-20,Home & Garden,UK,217.73,54.0
TXN00905,CUST0105,2026-02-28,Home & Garden,UK,357.48,1.0
TXN00662,CUST0199,2025-08-28,Electronics,France,480.67,48.0
TXN00258,CUST0153,2025-12-13,Electronics,United States,87.13,80.0
TXN00336,CUST0043,2025-07-17,Books,Canada,401.95774841437634,46.0
TXN00016,CUST0177,2025-03-17,Sports,UK,168.9,99.0
TXN00325,CUST0165,2025-07-08,Clothing,Spain,490.6,62.0
TXN00818,CUST0158,2025-04-05,Sports,UK,285.02,31.0
TXN00223,CUST0009,2025-07-18,Home & Garden,UK,227.9,31.0
TXN00180,CUST0018,2025-09-09,Home & Garden,Germany,467.78,65.0
TXN00100,CUST0110,2025-12-11,Sports,Germany,374.39,61.0
TXN00023,CUST0161,2025-07-29,Clothing,Spain,302.24,50.0
TXN00357,CUST0111,2025-12-29,Sports,United States,401.95774841437634,39.0
TXN00721,CUST0057,2025-11-17,Clothing,Spain,141.85,53.0
TXN00928,CUST0028,2025-06-18,Sports,United States,154.18,15.0
TXN00758,CUST0160,2026-02-06,Electronics,France,334.37,84.0
TXN00341,CUST0093,2026-02-14,Books,France,306.5,87.0
TXN00432,CUST0130,2025-06-01,Clothing,France,83.43,42.0
TXN00596,CUST0045,2026-02-22,Books,United States,297.81,2.0
TXN00899,CUST0024,2025-12-26,Books,Spain,401.95774841437634,70.0
TXN00204,CUST0200,2025-06-21,Electronics,France,418.09,37.0
TXN00761,CUST0178,2025-07-30,Electronics,Canada,334.22,85.0
TXN00094,CUST0148,2025-03-11,Clothing,Spain,198.15,52.0
TXN00603,CUST0015,2025-07-23,Clothing,United States,66.83,79.0
TXN00069,CUST0039,2025-08-25,Sports,United States,295.43,19.0
TXN00954,CUST0046,2025-12-24,Books,Germany,497.83,81.0
TXN00285,CUST0016,2025-09-08,Books,United States,491.37,11.0
TXN00866,CUST0142,2025-04-06,Electronics,UK,307.25,36.0
TXN00435,CUST0034,2025-07-12,Sports,Germany,286.32,72.0
TXN00154,CUST0021,2025-12-04,Clothing,UK,280.48,21.0
TXN00076,CUST0090,2025-11-08,Home & Garden,UK,21.6,25.0
TXN00789,CUST0147,2025-06-20,Books,United States,229.06,16.0
TXN00581,CUST0133,2026-02-26,Books,United States,350.84,16.0
TXN00447,CUST0108,2025-10-30,Sports,United States,110.98,13.0
TXN00189,CUST0121,2025-04-17,Home & Garden,Canada,349.43,84.0
TXN00272,CUST0021,2025-09-10,Books,Canada,1000.0,100.0
TXN00237,CUST0183,2026-01-20,Books,United States,167.83,19.0
TXN00488,CUST0128,2025-09-14,Books,Spain,287.27,13.0
TXN00560,CUST0151,2025-04-24,Home & Garden,Spain,320.06,22.0
TXN00118,CUST0200,2025-10-27,Electronics,United States,107.69,3.0
TXN00881,CUST0168,2025-05-06,Books,Canada,330.13,10.0
TXN00513,CUST0113,2025-04-03,Home & Garden,Germany,487.37,18.0
TXN00598,CUST0130,2025-03-03,Home & Garden,Spain,255.51,54.0
TXN00644,CUST0175,2025-09-02,Books,UK,115.21,24.0
TXN00127,CUST0108,2025-07-24,Books,United States,480.79,82.0
TXN00117,CUST0005,2025-09-04,Sports,United States,119.87,9.0
TXN00474,CUST0044,2025-12-21,Home & Garden,UK,362.95,63.0
TXN00058,CUST0081,2025-07-11,Electronics,United States,314.37,73.0
TXN00729,CUST0164,2025-10-20,Home & Garden,Canada,331.5,84.0
TXN00981,CUST0137,2025-06-24,Electronics,Spain,474.01,62.0
TXN00370,CUST0062,2025-10-17,Books,United States,230.3,19.0
TXN00269,CUST0107,2025-08-07,Home & Garden,United States,20.22,42.0
TXN00047,CUST0004,2025-12-07,Electronics,UK,209.14,62.0
TXN00350,CUST0164,2025-06-15,Clothing,Canada,119.88,50.0
TXN00196,CUST0044,2025-04-24,Clothing,United States,436.71,80.0
TXN00103,CUST0183,2025-10-14,Home & Garden,UK,174.57,70.0
TXN00900,CUST0001,2025-07-30,Books,France,191.48,6.0
TXN00746,CUST0071,2025-05-11,Clothing,UK,384.6,63.0
TXN00894,CUST0197,2025-03-30,Clothing,France,260.29,22.0
TXN00264,CUST0197,2025-10-05,Clothing,Canada,170.78,1.0
TXN00444,CUST0006,2025-03-23,Home & Garden,Germany,362.36,55.0
TXN00793,CUST0088,2025-11-08,Home & Garden,United States,423.72,43.0
TXN00305,CUST0052,2025-10-25,Sports,UK,35.57,62.0
TXN00342,CUST0116,2025-07-18,Home & Garden,Canada,383.91,74.0
TXN00937,CUST0049,2025-11-20,Books,Spain,401.95774841437634,31.0
TXN00314,CUST0187,2025-07-29,Sports,France,1000.0,37.0
TXN00150,CUST0022,2025-05-21,Clothing,United States,384.58,78.0
TXN00125,CUST0154,2026-02-09,Electronics,France,180.13,55.0
TXN00847,CUST0092,2025-10-05,Sports,United States,395.58,39.0
TXN00886,CUST0031,2025-09-14,Clothing,Germany,362.93,62.0
TXN00051,CUST0149,2025-09-23,Sports,United States,38.01,75.0
TXN00354,CUST0105,2025-12-28,Sports,United States,486.47,83.0
TXN00999,CUST0100,2025-12-11,Home & Garden,Canada,318.29,6.0
TXN00143,CUST0153,2025-11-23,Home & Garden,United States,155.16,47.0
TXN00471,CUST0149,2025-12-14,Books,Canada,401.95774841437634,30.0
TXN00400,CUST0198,2025-11-16,Home & Garden,Spain,348.22,63.0
TXN00930,CUST0097,2025-10-29,Sports,Germany,381.16,100.0
TXN00321,CUST0142,2025-07-05,Electronics,Germany,31.33,50.0
TXN00020,CUST0036,2025-05-19,Clothing,Spain,274.1,50.0
TXN00908,CUST0167,2025-10-20,Sports,Canada,428.94,55.0
TXN00851,CUST0187,2025-05-23,Home & Garden,United States,438.64,19.0
TXN00895,CUST0186,2025-05-01,Home & Garden,Germany,299.39,30.0
TXN00408,CUST0014,2025-09-14,Electronics,Germany,401.95774841437634,13.0
TXN00538,CUST0048,2025-03-31,Clothing,Spain,221.75,4.0
TXN00694,CUST0147,2025-09-30,Clothing,Germany,48.69,92.0
TXN00039,CUST0072,2025-05-30,Books,UK,74.83,74.0
TXN00176,CUST0024,2025-07-09,Clothing,United States,474.06,83.0
TXN00246,CUST0016,2025-05-19,Sports,France,171.53,16.0
TXN00893,CUST0124,2025-08-04,Clothing,UK,304.41,75.0
TXN00722,CUST0132,2026-02-26,Electronics,Spain,242.31,17.0
TXN00944,CUST0123,2025-06-18,Sports,United States,180.17,88.0
TXN00155,CUST0001,2025-03-15,Books,Germany,300.97,38.0
TXN00288,CUST0100,2025-03-20,Books,Canada,302.96,81.0
TXN00626,CUST0012,2025-08-03,Clothing,France,353.41,48.0
TXN00742,CUST0098,2025-08-03,Sports,Canada,36.49,20.0
TXN00570,CUST0188,2025-07-11,Electronics,Spain,321.07,90.0
TXN00802,CUST0130,2026-02-28,Clothing,Germany,269.88,7.0
TXN00018,CUST0069,2025-05-16,Electronics,UK,439.42,41.0
TXN00128,CUST0118,2025-12-02,Clothing,Germany,369.56,84.0
TXN00323,CUST0089,2025-03-31,Clothing,Spain,317.85,99.0
TXN00256,CUST0192,2025-08-22,Sports,UK,215.72,44.0
TXN00791,CUST0141,2025-04-27,Electronics,United States,481.95,82.0
TXN00191,CUST0161,2026-02-12,Books,France,312.56,31.0
TXN00116,CUST0098,2025-10-24,Home & Garden,Germany,419.11,61.0
TXN00666,CUST0158,2025-03-27,Home & Garden,UK,298.59,23.0
TXN00607,CUST0067,2025-12-28,Clothing,Canada,377.39,35.0
TXN00181,CUST0069,2025-10-01,Electronics,Canada,420.36,75.0
TXN00830,CUST0018,2025-08-02,Sports,UK,276.11,52.0
TXN00901,CUST0179,2025-11-05,Sports,Germany,469.83,62.0
TXN00781,CUST0081,2025-03-20,Electronics,Spain,267.16,50.0
TXN00740,CUST0031,2025-04-12,Books,United States,295.95,80.0
TXN00716,CUST0181,2025-08-26,Clothing,Canada,413.52,65.0
TXN00518,CUST0047,2025-07-09,Sports,United States,472.06,27.0
TXN00373,CUST0196,2025-06-12,Clothing,Germany,238.74,40.0
TXN00046,CUST0114,2026-02-05,Sports,United States,329.55,70.0
TXN00978,CUST0080,2025-05-30,Home & Garden,Germany,121.29,12.0
TXN00158,CUST0109,2025-11-07,Electronics,France,327.34,35.0
TXN00803,CUST0142,2025-06-28,Books,France,462.94,100.0
TXN00172,CUST0093,2025-04-16,Sports,Germany,401.95774841437634,7.0
TXN00017,CUST0199,2026-02-14,Electronics,UK,404.47,52.0
TXN00512,CUST0002,2025-04-19,Books,Canada,196.15,43.0
TXN00049,CUST0068,2025-07-29,Books,Canada,351.33,94.0
TXN00192,CUST0162,2026-01-15,Home & Garden,UK,222.65,13.0
TXN00906,CUST0148,2025-06-09,Sports,United States,13.53,84.0
TXN00516,CUST0126,2025-09-17,Sports,UK,401.95774841437634,50.0
TXN00735,CUST0172,2025-09-30,Home & Garden,France,424.26,85.0
TXN00741,CUST0019,2025-06-19,Books,UK,68.71,88.0
TXN00481,CUST0005,2025-03-22,Sports,Spain,220.98,23.0
TXN00284,CUST0167,2025-04-27,Clothing,Canada,243.06,50.0
TXN00775,CUST0117,2025-03-14,Home & Garden,Germany,426.83,54.0
TXN00707,CUST0085,2025-07-02,Clothing,United States,461.21,48.0
TXN00226,CUST0117,2025-11-14,Electronics,Spain,324.44,77.0
TXN00027,CUST0001,2025-12-01,Home & Garden,France,258.76,14.0
TXN00843,CUST0014,2025-05-21,Clothing,Canada,44.52,30.0
TXN00438,CUST0180,2026-01-31,Electronics,France,467.95,9.0
TXN00365,CUST0161,2025-04-08,Sports,Canada,478.76,62.0
TXN00230,CUST0034,2025-12-03,Sports,Canada,63.86,4.0
TXN00038,CUST0059,2025-09-14,Electronics,United States,44.72,31.0
TXN00670,CUST0057,2025-06-21,Sports,United States,78.92,96.0
TXN00375,CUST0056,2026-02-06,Sports,Canada,34.76,64.0
TXN00470,CUST0190,2025-10-20,Clothing,United States,281.12,75.0
TXN00688,CUST0140,2025-08-25,Books,UK,443.89,48.0
TXN00917,CUST0068,2026-01-21,Clothing,Canada,308.42,93.0
TXN00759,CUST0006,2026-01-02,Electronics,Spain,214.22,49.0
TXN00784,CUST0124,2025-03-21,Home & Garden,Spain,324.29,20.0
TXN00195,CUST0038,2025-08-04,Clothing,France,287.3,50.0
TXN00921,CUST0131,2025-11-04,Sports,Spain,311.44,87.0
TXN00931,CUST0118,2026-02-16,Books,France,246.17,34.0
TXN00504,CUST0143,2026-01-09,Sports,Germany,22.87,46.0
TXN00896,CUST0097,2026-01-06,Books,UK,18.12,67.0
TXN00580,CUST0001,2026-01-22,Clothing,Germany,75.02,29.0
TXN00161,CUST0078,2025-06-19,Books,Canada,274.59,57.0
TXN00681,CUST0041,2025-09-14,Electronics,United States,110.72,25.0
TXN00163,CUST0065,2025-11-05,Electronics,United States,481.34,74.0
TXN00706,CUST0159,2025-03-12,Sports,Spain,206.84,51.0
TXN00757,CUST0183,2025-04-09,Electronics,Germany,135.34,69.0
TXN00153,CUST0157,2025-04-16,Electronics,UK,113.4,85.0
TXN00801,CUST0173,2025-07-15,Sports,United States,234.12,76.0
TXN00755,CUST0043,2025-11-06,Books,United States,119.92,17.0
TXN00815,CUST0172,2025-10-17,Electronics,UK,377.59,21.0
TXN00112,CUST0186,2025-12-27,Clothing,Germany,490.55,69.0
TXN00227,CUST0006,2025-10-29,Electronics,Canada,494.52,73.0
TXN00104,CUST0021,2025-11-04,Clothing,UK,197.69,20.0
TXN00422,CUST0123,2026-02-27,Home & Garden,UK,137.78,31.0
TXN00420,CUST0045,2025-08-07,Sports,Spain,415.23,66.0
TXN00809,CUST0189,2025-11-11,Sports,Spain,108.44,80.0
TXN00587,CUST0106,2025-07-19,Sports,Spain,431.38,12.0
TXN00673,CUST0178,2025-10-22,Electronics,Canada,395.64,93.0
TXN00120,CUST0145,2025-03-09,Clothing,Germany,135.56,48.0
TXN00054,CUST0104,2025-10-27,Electronics,France,293.67,6.0
TXN00152,CUST0077,2025-09-27,Sports,Germany,288.63,8.0
TXN00404,CUST0021,2025-04-01,Home & Garden,Germany,135.66,62.0
TXN00208,CUST0009,2025-12-25,Sports,Canada,54.17,38.0
TXN00659,CUST0060,2026-02-20,Sports,UK,267.96,1.0
TXN00910,CUST0194,2025-05-24,Clothing,Germany,394.06,62.0
TXN00979,CUST0114,2025-08-03,Home & Garden,Canada,137.31,39.0
TXN00009,CUST0032,2025-05-24,Books,United States,153.66,81.0
TXN00870,CUST0067,2025-07-04,Sports,France,330.41,20.0
TXN00037,CUST0151,2026-01-25,Clothing,United States,356.84,8.0
TXN00453,CUST0057,2025-10-13,Books,Canada,39.87,76.0
TXN00652,CUST0072,2025-06-04,Electronics,Germany,185.14,75.0
TXN00254,CUST0090,2025-12-19,Electronics,UK,287.5,52.0
TXN00304,CUST0197,2025-06-18,Home & Garden,Germany,268.46,21.0
TXN00911,CUST0046,2025-05-22,Home & Garden,France,247.04,40.0
TXN00572,CUST0055,2025-09-18,Books,Canada,415.89,44.0
TXN00624,CUST0189,2025-11-17,Home & Garden,United States,269.61,31.0
TXN00765,CUST0134,2025-03-07,Clothing,Canada,401.95774841437634,21.0
TXN00993,CUST0080,2025-07-08,Books,Canada,351.5,5.0
TXN00263,CUST0102,2026-02-27,Sports,United States,110.17,28.0
TXN00611,CUST0146,2025-12-12,Clothing,Canada,401.95774841437634,14.0
TXN00298,CUST0135,2025-09-11,Electronics,Spain,439.43,80.0
TXN00415,CUST0077,2026-01-07,Sports,France,464.94,43.0
TXN00151,CUST0153,2025-06-08,Sports,UK,196.39,57.0
TXN00849,CUST0008,2025-06-02,Books,UK,117.73,96.0
TXN00641,CUST0006,2025-04-06,Electronics,UK,401.95774841437634,17.0
TXN00957,CUST0042,2025-10-23,Electronics,UK,243.5,81.0
TXN00551,CUST0003,2025-11-23,Books,UK,409.46,72.0
TXN00852,CUST0032,2025-05-13,Electronics,United States,302.36,69.0
TXN00489,CUST0136,2025-11-14,Electronics,UK,451.62,89.0
TXN00711,CUST0049,2025-08-06,Books,UK,373.06,98.0
TXN00148,CUST0123,2025-08-09,Electronics,United States,250.96,74.0
TXN00147,CUST0123,2025-11-28,Books,Canada,483.09,33.0
TXN00778,CUST0174,2025-04-24,Books,UK,196.08,46.0
TXN00854,CUST0089,2025-04-06,Clothing,Germany,427.21,19.0
TXN00951,CUST0147,2025-03-16,Clothing,France,122.0,13.0
TXN00660,CUST0085,2025-12-26,Sports,UK,176.97,23.0
TXN00349,CUST0139,2025-12-12,Home & Garden,Canada,358.79,90.0
TXN00464,CUST0055,2026-01-01,Clothing,Spain,375.97,97.0
TXN00326,CUST0162,2026-01-29,Clothing,UK,360.86,59.0
TXN00187,CUST0085,2026-01-10,Electronics,Germany,267.72,59.0
TXN00124,CUST0161,2025-03-11,Clothing,United States,388.52,88.0
TXN00920,CUST0052,2025-11-23,Sports,Canada,26.47,77.0
TXN00609,CUST0135,2025-03-03,Electronics,Canada,487.77,81.0
TXN00144,CUST0046,2025-03-05,Home & Garden,United States,271.73,36.0
TXN00752,CUST0151,2026-01-28,Home & Garden,UK,413.68,39.0
TXN00198,CUST0164,2025-10-23,Home & Garden,Germany,336.75,60.0
TXN00610,CUST0020,2025-06-14,Books,Germany,186.46,64.0
TXN00280,CUST0152,2025-06-16,Electronics,Canada,46.35,60.0
TXN00294,CUST0172,2025-04-06,Sports,United States,338.52,66.0
TXN00897,CUST0130,2025-04-26,Books,UK,57.19,61.0
TXN00401,CUST0082,2025-05-20,Books,Canada,467.51,93.0
TXN00123,CUST0174,2025-11-21,Books,Germany,47.24,89.0
TXN00184,CUST0049,2025-08-18,Clothing,France,124.45,100.0
TXN00203,CUST0006,2026-02-26,Books,Canada,287.31,50.0
TXN00439,CUST0121,2025-08-05,Electronics,Canada,98.19,18.0
TXN00247,CUST0106,2025-07-29,Home & Garden,Spain,435.37,93.0
TXN00416,CUST0073,2025-05-28,Books,Spain,266.92,18.0
TXN00837,CUST0115,2025-10-02,Books,United States,450.16,25.0
TXN00825,CUST0110,2025-10-18,Home & Garden,France,73.73,75.0
TXN00975,CUST0084,2025-05-30,Books,Germany,401.95774841437634,71.0
TXN00828,CUST0158,2025-05-13,Home & Garden,Germany,279.58,10.0
TXN00955,CUST0133,2025-09-22,Sports,Spain,394.81,39.0
TXN00130,CUST0152,2025-10-28,Home & Garden,Canada,417.06,12.0
TXN00638,CUST0192,2026-01-13,Sports,UK,236.4,18.0
TXN00403,CUST0102,2025-10-05,Home & Garden,UK,30.61,50.0
TXN00845,CUST0081,2025-03-23,Electronics,Germany,67.97,1.0
TXN00831,CUST0024,2025-11-13,Home & Garden,UK,335.03,43.0
TXN00736,CUST0143,2026-01-12,Clothing,Canada,240.68,95.0
TXN00220,CUST0035,2025-08-25,Books,Germany,338.54,96.0
TXN00642,CUST0024,2026-02-09,Home & Garden,United States,471.72,7.0
TXN00984,CUST0102,2025-04-06,Clothing,UK,200.96,49.0
TXN00811,CUST0182,2025-05-29,Clothing,France,350.21,42.0
TXN00868,CUST0020,2025-06-16,Electronics,United States,319.5,75.0
TXN00989,CUST0116,2025-04-18,Home & Garden,Spain,251.08,42.0
TXN00625,CUST0108,2025-12-20,Books,United States,358.71,12.0
TXN00904,CUST0197,2025-10-08,Clothing,United States,303.16,50.0
TXN00820,CUST0100,2025-09-23,Books,Spain,483.26,7.0
TXN00387,CUST0137,2025-05-18,Books,Spain,156.9,3.0
TXN00807,CUST0116,2025-08-03,Clothing,UK,305.24,96.0
TXN00510,CUST0020,2025-10-27,Home & Garden,Canada,363.24,64.0
TXN00268,CUST0081,2025-05-13,Sports,Germany,208.17,82.0
TXN00882,CUST0133,2025-11-08,Home & Garden,Germany,263.02,46.0
TXN00442,CUST0168,2025-12-01,Home & Garden,United States,496.49,51.0
TXN00497,CUST0102,2025-04-12,Home & Garden,United States,143.93,58.0
TXN00113,CUST0007,2025-05-18,Books,France,334.87,11.0
TXN00692,CUST0106,2025-05-23,Sports,UK,39.88,50.0
TXN00233,CUST0030,2025-07-16,Electronics,Germany,391.23,66.0
TXN00936,CUST0056,2025-11-29,Sports,Canada,474.09,88.0
TXN00608,CUST0188,2025-09-12,Electronics,United States,405.48,35.0
TXN00672,CUST0182,2026-02-25,Home & Garden,Germany,139.95,32.0
TXN00374,CUST0128,2025-08-13,Electronics,United States,257.67,31.0
TXN00664,CUST0035,2025-07-22,Clothing,Spain,398.0,63.0
TXN00909,CUST0145,2025-10-12,Home & Garden,France,495.98,51.0
TXN00234,CUST0152,2025-06-18,Electronics,Germany,118.56,50.0
TXN00846,CUST0165,2025-05-07,Sports,United States,32.3,10.0
TXN00677,CUST0019,2026-02-20,Electronics,Canada,166.17,14.0
TXN00318,CUST0184,2025-07-26,Clothing,Canada,1000.0,46.0
TXN00649,CUST0005,2025-08-31,Books,Spain,245.05,63.0
TXN00411,CUST0083,2026-01-31,Home & Garden,Spain,454.89,12.0
TXN00966,CUST0075,2025-04-06,Home & Garden,France,203.77,57.0
TXN00710,CUST0114,2025-08-01,Home & Garden,Canada,306.44,12.0
